year, uni, subject, num
2007,"The University of Aberdeen","Medicine and Dentistry",1440
2007,"The University of Aberdeen","Subjects allied to Medicine",570
2007,"The University of Aberdeen","Biological Sciences",1665
2007,"The University of Aberdeen","Veterinary Sciences, Agriculture and related",115
2007,"The University of Aberdeen","Physical Sciences",940
2007,"The University of Aberdeen","Mathematical Sciences",160
2007,"The University of Aberdeen","Engineering",1375
2007,"The University of Aberdeen","Computer Sciences",275
2007,"The University of Aberdeen","Technologies",10
2007,"The University of Aberdeen","Architecture, Building and Planning",210
2007,"The University of Aberdeen","Social Studies",1020
2007,"The University of Aberdeen","Law",1000
2007,"The University of Aberdeen","Business and Admin studies",770
2007,"The University of Aberdeen","Linguistics, Classics and related",315
2007,"The University of Aberdeen","European Languages, Literature and related",275
2007,"The University of Aberdeen","Non-European Languages, Literature and related",20
2007,"The University of Aberdeen","History and Philosophical studies",655
2007,"The University of Aberdeen","Creative Arts and Design",180
2007,"The University of Aberdeen","Education",1070
2007,"The University of Aberdeen","Combined arts",715
2007,"The University of Aberdeen","Combined sciences",180
2007,"The University of Aberdeen","Combined social sciences",545
2007,"The University of Aberdeen","Sciences combined with Social Sciences or Arts",710
2007,"The University of Aberdeen","Social Sciences combined with Arts",815
2007,"The University of Aberdeen","General, other combined and unknown",10
2007,"Abertay University","Subjects allied to Medicine",550
2007,"Abertay University","Biological Sciences",645
2007,"Abertay University","Veterinary Sciences, Agriculture and related",25
2007,"Abertay University","Physical Sciences",260
2007,"Abertay University","Engineering",140
2007,"Abertay University","Computer Sciences",695
2007,"Abertay University","Technologies",10
2007,"Abertay University","Social Studies",365
2007,"Abertay University","Law",410
2007,"Abertay University","Business and Admin studies",725
2007,"Abertay University","Mass Communication and Documentation",5
2007,"Abertay University","Creative Arts and Design",40
2007,"Abertay University","Combined sciences",170
2007,"Abertay University","Combined social sciences",15
2007,"Abertay University","Sciences combined with Social Sciences or Arts",485
2007,"Aberystwyth University","Biological Sciences",1040
2007,"Aberystwyth University","Veterinary Sciences, Agriculture and related",455
2007,"Aberystwyth University","Physical Sciences",820
2007,"Aberystwyth University","Mathematical Sciences",150
2007,"Aberystwyth University","Engineering",55
2007,"Aberystwyth University","Computer Sciences",425
2007,"Aberystwyth University","Social Studies",660
2007,"Aberystwyth University","Law",870
2007,"Aberystwyth University","Business and Admin studies",675
2007,"Aberystwyth University","Mass Communication and Documentation",165
2007,"Aberystwyth University","Linguistics, Classics and related",360
2007,"Aberystwyth University","European Languages, Literature and related",125
2007,"Aberystwyth University","Non-European Languages, Literature and related",40
2007,"Aberystwyth University","History and Philosophical studies",505
2007,"Aberystwyth University","Creative Arts and Design",760
2007,"Aberystwyth University","Education",5
2007,"Aberystwyth University","Combined arts",970
2007,"Aberystwyth University","Combined sciences",155
2007,"Aberystwyth University","Combined social sciences",210
2007,"Aberystwyth University","Sciences combined with Social Sciences or Arts",315
2007,"Aberystwyth University","Social Sciences combined with Arts",440
2007,"Aberystwyth University","General, other combined and unknown",40
2007,"ALRA (The Academy of Live and Recorded Arts)","Creative Arts and Design",1045
2007,"The College of Agriculture, Food and Rural Enterprise","Veterinary Sciences, Agriculture and related",270
2007,"The College of Agriculture, Food and Rural Enterprise","Combined sciences",30
2007,"American InterContinental University - London","Business and Admin studies",95
2007,"American InterContinental University - London","Mass Communication and Documentation",55
2007,"American InterContinental University - London","Creative Arts and Design",125
2007,"American InterContinental University - London","Sciences combined with Social Sciences or Arts",15
2007,"American InterContinental University - London","Social Sciences combined with Arts",115
2007,"Anglia Ruskin University","Subjects allied to Medicine",1320
2007,"Anglia Ruskin University","Biological Sciences",1035
2007,"Anglia Ruskin University","Veterinary Sciences, Agriculture and related",145
2007,"Anglia Ruskin University","Physical Sciences",130
2007,"Anglia Ruskin University","Engineering",260
2007,"Anglia Ruskin University","Computer Sciences",360
2007,"Anglia Ruskin University","Technologies",120
2007,"Anglia Ruskin University","Architecture, Building and Planning",505
2007,"Anglia Ruskin University","Social Studies",1095
2007,"Anglia Ruskin University","Law",570
2007,"Anglia Ruskin University","Business and Admin studies",1115
2007,"Anglia Ruskin University","Mass Communication and Documentation",380
2007,"Anglia Ruskin University","Linguistics, Classics and related",240
2007,"Anglia Ruskin University","History and Philosophical studies",185
2007,"Anglia Ruskin University","Creative Arts and Design",1315
2007,"Anglia Ruskin University","Education",890
2007,"Anglia Ruskin University","Combined arts",365
2007,"Anglia Ruskin University","Combined sciences",220
2007,"Anglia Ruskin University","Combined social sciences",100
2007,"Anglia Ruskin University","Sciences combined with Social Sciences or Arts",625
2007,"Anglia Ruskin University","Social Sciences combined with Arts",100
2007,"Askham Bryan College","Veterinary Sciences, Agriculture and related",135
2007,"Askham Bryan College","Architecture, Building and Planning",5
2007,"Askham Bryan College","Business and Admin studies",15
2007,"Askham Bryan College","Combined sciences",5
2007,"Askham Bryan College","Sciences combined with Social Sciences or Arts",20
2007,"Aston University, Birmingham","Subjects allied to Medicine",3565
2007,"Aston University, Birmingham","Biological Sciences",1185
2007,"Aston University, Birmingham","Physical Sciences",175
2007,"Aston University, Birmingham","Mathematical Sciences",320
2007,"Aston University, Birmingham","Engineering",1560
2007,"Aston University, Birmingham","Computer Sciences",635
2007,"Aston University, Birmingham","Technologies",5
2007,"Aston University, Birmingham","Architecture, Building and Planning",190
2007,"Aston University, Birmingham","Social Studies",480
2007,"Aston University, Birmingham","Business and Admin studies",4235
2007,"Aston University, Birmingham","Linguistics, Classics and related",5
2007,"Aston University, Birmingham","European Languages, Literature and related",285
2007,"Aston University, Birmingham","Combined arts",55
2007,"Aston University, Birmingham","Combined sciences",220
2007,"Aston University, Birmingham","Combined social sciences",925
2007,"Aston University, Birmingham","Sciences combined with Social Sciences or Arts",940
2007,"Aston University, Birmingham","Social Sciences combined with Arts",490
2007,"Bangor University","Subjects allied to Medicine",840
2007,"Bangor University","Biological Sciences",2415
2007,"Bangor University","Veterinary Sciences, Agriculture and related",210
2007,"Bangor University","Physical Sciences",720
2007,"Bangor University","Engineering",80
2007,"Bangor University","Computer Sciences",110
2007,"Bangor University","Social Studies",450
2007,"Bangor University","Law",505
2007,"Bangor University","Business and Admin studies",650
2007,"Bangor University","Mass Communication and Documentation",165
2007,"Bangor University","Linguistics, Classics and related",345
2007,"Bangor University","European Languages, Literature and related",225
2007,"Bangor University","History and Philosophical studies",470
2007,"Bangor University","Creative Arts and Design",215
2007,"Bangor University","Education",780
2007,"Bangor University","Combined arts",635
2007,"Bangor University","Combined sciences",145
2007,"Bangor University","Combined social sciences",120
2007,"Bangor University","Sciences combined with Social Sciences or Arts",685
2007,"Bangor University","Social Sciences combined with Arts",185
2007,"Bangor University","General, other combined and unknown",55
2007,"Barking and Dagenham College","Computer Sciences",10
2007,"Barking and Dagenham College","Business and Admin studies",30
2007,"Barking and Dagenham College","Creative Arts and Design",80
2007,"Barking and Dagenham College","Sciences combined with Social Sciences or Arts",5
2007,"Barony College","Veterinary Sciences, Agriculture and related",25
2007,"Basingstoke College of Technology","Biological Sciences",20
2007,"Basingstoke College of Technology","Computer Sciences",25
2007,"Basingstoke College of Technology","Business and Admin studies",20
2007,"Basingstoke College of Technology","Creative Arts and Design",35
2007,"University of Bath","Subjects allied to Medicine",1365
2007,"University of Bath","Biological Sciences",2490
2007,"University of Bath","Veterinary Sciences, Agriculture and related",25
2007,"University of Bath","Physical Sciences",1255
2007,"University of Bath","Mathematical Sciences",1750
2007,"University of Bath","Engineering",3825
2007,"University of Bath","Computer Sciences",740
2007,"University of Bath","Architecture, Building and Planning",1020
2007,"University of Bath","Social Studies",3220
2007,"University of Bath","Business and Admin studies",2740
2007,"University of Bath","European Languages, Literature and related",720
2007,"University of Bath","Creative Arts and Design",60
2007,"University of Bath","Combined sciences",1375
2007,"University of Bath","Combined social sciences",70
2007,"University of Bath","Sciences combined with Social Sciences or Arts",780
2007,"University of Bath","Social Sciences combined with Arts",590
2007,"University of Bath","General, other combined and unknown",850
2007,"Bath Spa University","Subjects allied to Medicine",135
2007,"Bath Spa University","Biological Sciences",610
2007,"Bath Spa University","Physical Sciences",505
2007,"Bath Spa University","Technologies",525
2007,"Bath Spa University","Social Studies",165
2007,"Bath Spa University","Business and Admin studies",965
2007,"Bath Spa University","Mass Communication and Documentation",295
2007,"Bath Spa University","Linguistics, Classics and related",545
2007,"Bath Spa University","History and Philosophical studies",725
2007,"Bath Spa University","Creative Arts and Design",4355
2007,"Bath Spa University","Education",810
2007,"Bath Spa University","Combined arts",1335
2007,"Bath Spa University","Combined sciences",100
2007,"Bath Spa University","Combined social sciences",30
2007,"Bath Spa University","Sciences combined with Social Sciences or Arts",665
2007,"Bath Spa University","Social Sciences combined with Arts",415
2007,"Bath College","Computer Sciences",15
2007,"Bath College","Business and Admin studies",5
2007,"University of Bedfordshire","Subjects allied to Medicine",810
2007,"University of Bedfordshire","Biological Sciences",1225
2007,"University of Bedfordshire","Computer Sciences",555
2007,"University of Bedfordshire","Technologies",25
2007,"University of Bedfordshire","Architecture, Building and Planning",35
2007,"University of Bedfordshire","Social Studies",680
2007,"University of Bedfordshire","Law",370
2007,"University of Bedfordshire","Business and Admin studies",1075
2007,"University of Bedfordshire","Mass Communication and Documentation",490
2007,"University of Bedfordshire","Linguistics, Classics and related",80
2007,"University of Bedfordshire","Creative Arts and Design",1125
2007,"University of Bedfordshire","Education",1325
2007,"University of Bedfordshire","Combined arts",145
2007,"University of Bedfordshire","Combined sciences",320
2007,"University of Bedfordshire","Combined social sciences",115
2007,"University of Bedfordshire","Sciences combined with Social Sciences or Arts",500
2007,"University of Bedfordshire","Social Sciences combined with Arts",155
2007,"Bedford College","Engineering",30
2007,"Bedford College","Business and Admin studies",25
2007,"Bedford College","Creative Arts and Design",45
2007,"Bell College","Subjects allied to Medicine",20
2007,"Bell College","Biological Sciences",220
2007,"Bell College","Engineering",90
2007,"Bell College","Computer Sciences",115
2007,"Bell College","Architecture, Building and Planning",55
2007,"Bell College","Social Studies",205
2007,"Bell College","Law",145
2007,"Bell College","Business and Admin studies",245
2007,"Bell College","Mass Communication and Documentation",60
2007,"Bell College","Combined sciences",25
2007,"Bell College","Sciences combined with Social Sciences or Arts",335
2007,"Bell College","Social Sciences combined with Arts",10
2007,"Bell College","General, other combined and unknown",5
2007,"The University of Birmingham","Medicine and Dentistry",4310
2007,"The University of Birmingham","Subjects allied to Medicine",3340
2007,"The University of Birmingham","Biological Sciences",2780
2007,"The University of Birmingham","Physical Sciences",2185
2007,"The University of Birmingham","Mathematical Sciences",710
2007,"The University of Birmingham","Engineering",2800
2007,"The University of Birmingham","Computer Sciences",690
2007,"The University of Birmingham","Technologies",110
2007,"The University of Birmingham","Social Studies",4445
2007,"The University of Birmingham","Law",1340
2007,"The University of Birmingham","Business and Admin studies",4695
2007,"The University of Birmingham","Mass Communication and Documentation",345
2007,"The University of Birmingham","Linguistics, Classics and related",1260
2007,"The University of Birmingham","European Languages, Literature and related",1070
2007,"The University of Birmingham","Non-European Languages, Literature and related",200
2007,"The University of Birmingham","History and Philosophical studies",2205
2007,"The University of Birmingham","Creative Arts and Design",1290
2007,"The University of Birmingham","Combined arts",1870
2007,"The University of Birmingham","Combined sciences",2135
2007,"The University of Birmingham","Sciences combined with Social Sciences or Arts",1500
2007,"The University of Birmingham","Social Sciences combined with Arts",1330
2007,"The University of Birmingham","General, other combined and unknown",385
2007,"University College Birmingham","Subjects allied to Medicine",95
2007,"University College Birmingham","Biological Sciences",275
2007,"University College Birmingham","Business and Admin studies",1915
2007,"University College Birmingham","Education",350
2007,"University College Birmingham","Sciences combined with Social Sciences or Arts",170
2007,"Bishop Burton College","Biological Sciences",60
2007,"Bishop Burton College","Veterinary Sciences, Agriculture and related",175
2007,"Bishop Burton College","Social Studies",20
2007,"Bishop Burton College","Business and Admin studies",35
2007,"Bishop Burton College","Creative Arts and Design",20
2007,"Bishop Burton College","Combined sciences",45
2007,"Bishop Burton College","Sciences combined with Social Sciences or Arts",75
2007,"Bishop Grosseteste University","Social Studies",5
2007,"Bishop Grosseteste University","Business and Admin studies",10
2007,"Bishop Grosseteste University","Linguistics, Classics and related",40
2007,"Bishop Grosseteste University","History and Philosophical studies",30
2007,"Bishop Grosseteste University","Creative Arts and Design",60
2007,"Bishop Grosseteste University","Education",590
2007,"Bishop Grosseteste University","Combined arts",265
2007,"Bishop Grosseteste University","Sciences combined with Social Sciences or Arts",20
2007,"Bishop Grosseteste University","Social Sciences combined with Arts",60
2007,"Blackpool and The Fylde College","Subjects allied to Medicine",50
2007,"Blackpool and The Fylde College","Biological Sciences",30
2007,"Blackpool and The Fylde College","Physical Sciences",10
2007,"Blackpool and The Fylde College","Engineering",45
2007,"Blackpool and The Fylde College","Computer Sciences",55
2007,"Blackpool and The Fylde College","Technologies",5
2007,"Blackpool and The Fylde College","Architecture, Building and Planning",15
2007,"Blackpool and The Fylde College","Social Studies",30
2007,"Blackpool and The Fylde College","Law",25
2007,"Blackpool and The Fylde College","Business and Admin studies",125
2007,"Blackpool and The Fylde College","Mass Communication and Documentation",20
2007,"Blackpool and The Fylde College","Linguistics, Classics and related",25
2007,"Blackpool and The Fylde College","Creative Arts and Design",550
2007,"Blackpool and The Fylde College","Education",30
2007,"Blackpool and The Fylde College","Combined sciences",40
2007,"Blackpool and The Fylde College","Sciences combined with Social Sciences or Arts",15
2007,"Blackpool and The Fylde College","Social Sciences combined with Arts",25
2007,"University of Bolton","Biological Sciences",1290
2007,"University of Bolton","Physical Sciences",20
2007,"University of Bolton","Mathematical Sciences",50
2007,"University of Bolton","Engineering",470
2007,"University of Bolton","Computer Sciences",845
2007,"University of Bolton","Technologies",45
2007,"University of Bolton","Architecture, Building and Planning",160
2007,"University of Bolton","Social Studies",50
2007,"University of Bolton","Law",255
2007,"University of Bolton","Business and Admin studies",730
2007,"University of Bolton","Mass Communication and Documentation",115
2007,"University of Bolton","Linguistics, Classics and related",60
2007,"University of Bolton","History and Philosophical studies",120
2007,"University of Bolton","Creative Arts and Design",900
2007,"University of Bolton","Combined arts",305
2007,"University of Bolton","Combined sciences",195
2007,"University of Bolton","Combined social sciences",40
2007,"University of Bolton","Sciences combined with Social Sciences or Arts",615
2007,"University of Bolton","Social Sciences combined with Arts",90
2007,"Bournemouth University","Subjects allied to Medicine",3130
2007,"Bournemouth University","Biological Sciences",650
2007,"Bournemouth University","Veterinary Sciences, Agriculture and related",225
2007,"Bournemouth University","Physical Sciences",755
2007,"Bournemouth University","Engineering",395
2007,"Bournemouth University","Computer Sciences",1070
2007,"Bournemouth University","Technologies",260
2007,"Bournemouth University","Architecture, Building and Planning",55
2007,"Bournemouth University","Social Studies",520
2007,"Bournemouth University","Law",665
2007,"Bournemouth University","Business and Admin studies",5900
2007,"Bournemouth University","Mass Communication and Documentation",1915
2007,"Bournemouth University","History and Philosophical studies",155
2007,"Bournemouth University","Creative Arts and Design",2555
2007,"Bournemouth University","Combined arts",75
2007,"Bournemouth University","Combined sciences",335
2007,"Bournemouth University","Combined social sciences",130
2007,"Bournemouth University","Sciences combined with Social Sciences or Arts",870
2007,"Bournemouth University","Social Sciences combined with Arts",30
2007,"The Arts Institute at Bournemouth","Architecture, Building and Planning",105
2007,"The Arts Institute at Bournemouth","Creative Arts and Design",4815
2007,"The Arts Institute at Bournemouth","Social Sciences combined with Arts",170
2007,"The University of Bradford","Subjects allied to Medicine",3680
2007,"The University of Bradford","Biological Sciences",710
2007,"The University of Bradford","Physical Sciences",380
2007,"The University of Bradford","Engineering",1045
2007,"The University of Bradford","Computer Sciences",1300
2007,"The University of Bradford","Social Studies",1240
2007,"The University of Bradford","Law",630
2007,"The University of Bradford","Business and Admin studies",1725
2007,"The University of Bradford","Mass Communication and Documentation",345
2007,"The University of Bradford","Linguistics, Classics and related",95
2007,"The University of Bradford","History and Philosophical studies",125
2007,"The University of Bradford","Combined arts",75
2007,"The University of Bradford","Combined sciences",265
2007,"The University of Bradford","Combined social sciences",260
2007,"The University of Bradford","Sciences combined with Social Sciences or Arts",750
2007,"The University of Bradford","Social Sciences combined with Arts",105
2007,"The University of Bradford","General, other combined and unknown",200
2007,"Bradford College","Subjects allied to Medicine",90
2007,"Bradford College","Engineering",5
2007,"Bradford College","Computer Sciences",115
2007,"Bradford College","Architecture, Building and Planning",15
2007,"Bradford College","Social Studies",285
2007,"Bradford College","Law",90
2007,"Bradford College","Business and Admin studies",155
2007,"Bradford College","Creative Arts and Design",455
2007,"Bradford College","Education",425
2007,"Bradford College","Combined arts",135
2007,"Bradford College","Combined social sciences",40
2007,"Bradford College","Sciences combined with Social Sciences or Arts",120
2007,"Bradford College","Social Sciences combined with Arts",10
2007,"Bradford College","General, other combined and unknown",15
2007,"Bridgwater College","Biological Sciences",25
2007,"Bridgwater College","Computer Sciences",30
2007,"Bridgwater College","Social Studies",5
2007,"Bridgwater College","Business and Admin studies",5
2007,"Bridgwater College","Education",15
2007,"University of Brighton","Subjects allied to Medicine",3060
2007,"University of Brighton","Biological Sciences",1300
2007,"University of Brighton","Veterinary Sciences, Agriculture and related",210
2007,"University of Brighton","Physical Sciences",580
2007,"University of Brighton","Mathematical Sciences",215
2007,"University of Brighton","Engineering",955
2007,"University of Brighton","Computer Sciences",1135
2007,"University of Brighton","Architecture, Building and Planning",1570
2007,"University of Brighton","Social Studies",620
2007,"University of Brighton","Law",315
2007,"University of Brighton","Business and Admin studies",6105
2007,"University of Brighton","Mass Communication and Documentation",1165
2007,"University of Brighton","Linguistics, Classics and related",815
2007,"University of Brighton","European Languages, Literature and related",115
2007,"University of Brighton","History and Philosophical studies",155
2007,"University of Brighton","Creative Arts and Design",4460
2007,"University of Brighton","Education",1830
2007,"University of Brighton","Combined arts",600
2007,"University of Brighton","Combined sciences",325
2007,"University of Brighton","Combined social sciences",650
2007,"University of Brighton","Sciences combined with Social Sciences or Arts",1970
2007,"University of Brighton","Social Sciences combined with Arts",775
2007,"Brighton and Sussex Medical School","Medicine and Dentistry",2195
2007,"Bristol, City of Bristol College","Subjects allied to Medicine",25
2007,"Bristol, City of Bristol College","Engineering",115
2007,"Bristol, City of Bristol College","Computer Sciences",70
2007,"Bristol, City of Bristol College","Social Studies",5
2007,"Bristol, City of Bristol College","Business and Admin studies",110
2007,"Bristol, City of Bristol College","Creative Arts and Design",160
2007,"Bristol, City of Bristol College","Education",85
2007,"Bristol, City of Bristol College","Combined sciences",5
2007,"Bristol, City of Bristol College","Combined social sciences",25
2007,"Bristol, City of Bristol College","Sciences combined with Social Sciences or Arts",30
2007,"University of Bristol","Medicine and Dentistry",5165
2007,"University of Bristol","Subjects allied to Medicine",1040
2007,"University of Bristol","Biological Sciences",4210
2007,"University of Bristol","Veterinary Sciences, Agriculture and related",1270
2007,"University of Bristol","Physical Sciences",3855
2007,"University of Bristol","Mathematical Sciences",1675
2007,"University of Bristol","Engineering",3410
2007,"University of Bristol","Computer Sciences",690
2007,"University of Bristol","Social Studies",3830
2007,"University of Bristol","Law",2215
2007,"University of Bristol","Business and Admin studies",1855
2007,"University of Bristol","Linguistics, Classics and related",2315
2007,"University of Bristol","European Languages, Literature and related",2075
2007,"University of Bristol","History and Philosophical studies",3735
2007,"University of Bristol","Creative Arts and Design",1410
2007,"University of Bristol","Combined arts",1060
2007,"University of Bristol","Combined sciences",645
2007,"University of Bristol","Combined social sciences",1005
2007,"University of Bristol","Sciences combined with Social Sciences or Arts",1005
2007,"University of Bristol","Social Sciences combined with Arts",1405
2007,"Bristol Filton College","Biological Sciences",20
2007,"Bristol Filton College","Creative Arts and Design",70
2007,"University of the West of England, Bristol (UWE)","Subjects allied to Medicine",3600
2007,"University of the West of England, Bristol (UWE)","Biological Sciences",1680
2007,"University of the West of England, Bristol (UWE)","Veterinary Sciences, Agriculture and related",595
2007,"University of the West of England, Bristol (UWE)","Physical Sciences",585
2007,"University of the West of England, Bristol (UWE)","Mathematical Sciences",150
2007,"University of the West of England, Bristol (UWE)","Engineering",885
2007,"University of the West of England, Bristol (UWE)","Computer Sciences",1215
2007,"University of the West of England, Bristol (UWE)","Technologies",380
2007,"University of the West of England, Bristol (UWE)","Architecture, Building and Planning",1510
2007,"University of the West of England, Bristol (UWE)","Social Studies",1475
2007,"University of the West of England, Bristol (UWE)","Law",1295
2007,"University of the West of England, Bristol (UWE)","Business and Admin studies",2870
2007,"University of the West of England, Bristol (UWE)","Mass Communication and Documentation",370
2007,"University of the West of England, Bristol (UWE)","Linguistics, Classics and related",450
2007,"University of the West of England, Bristol (UWE)","European Languages, Literature and related",80
2007,"University of the West of England, Bristol (UWE)","History and Philosophical studies",435
2007,"University of the West of England, Bristol (UWE)","Creative Arts and Design",3210
2007,"University of the West of England, Bristol (UWE)","Education",1625
2007,"University of the West of England, Bristol (UWE)","Combined arts",765
2007,"University of the West of England, Bristol (UWE)","Combined sciences",790
2007,"University of the West of England, Bristol (UWE)","Combined social sciences",815
2007,"University of the West of England, Bristol (UWE)","Sciences combined with Social Sciences or Arts",1740
2007,"University of the West of England, Bristol (UWE)","Social Sciences combined with Arts",1400
2007,"University of the West of England, Bristol (UWE)","General, other combined and unknown",220
2007,"British College of Osteopathic Medicine","Subjects allied to Medicine",235
2007,"Brooklands College","Computer Sciences",5
2007,"Brooklands College","Social Studies",10
2007,"Brunel University London","Subjects allied to Medicine",1210
2007,"Brunel University London","Biological Sciences",3265
2007,"Brunel University London","Physical Sciences",100
2007,"Brunel University London","Mathematical Sciences",205
2007,"Brunel University London","Engineering",3060
2007,"Brunel University London","Computer Sciences",1405
2007,"Brunel University London","Social Studies",2875
2007,"Brunel University London","Law",1835
2007,"Brunel University London","Business and Admin studies",5120
2007,"Brunel University London","Mass Communication and Documentation",400
2007,"Brunel University London","Linguistics, Classics and related",340
2007,"Brunel University London","History and Philosophical studies",355
2007,"Brunel University London","Creative Arts and Design",1125
2007,"Brunel University London","Combined arts",500
2007,"Brunel University London","Combined sciences",320
2007,"Brunel University London","Combined social sciences",780
2007,"Brunel University London","Sciences combined with Social Sciences or Arts",2350
2007,"Brunel University London","Social Sciences combined with Arts",195
2007,"Brunel University London","General, other combined and unknown",10
2007,"British School of Osteopathy","Subjects allied to Medicine",275
2007,"Brockenhurst College","Social Studies",10
2007,"Brockenhurst College","Business and Admin studies",20
2007,"The University of Buckingham","Biological Sciences",50
2007,"The University of Buckingham","Computer Sciences",15
2007,"The University of Buckingham","Social Studies",65
2007,"The University of Buckingham","Law",190
2007,"The University of Buckingham","Business and Admin studies",145
2007,"The University of Buckingham","Mass Communication and Documentation",30
2007,"The University of Buckingham","Linguistics, Classics and related",70
2007,"The University of Buckingham","Combined arts",30
2007,"The University of Buckingham","Combined social sciences",30
2007,"The University of Buckingham","Sciences combined with Social Sciences or Arts",45
2007,"The University of Buckingham","Social Sciences combined with Arts",35
2007,"Buckinghamshire New University","Subjects allied to Medicine",225
2007,"Buckinghamshire New University","Biological Sciences",230
2007,"Buckinghamshire New University","Veterinary Sciences, Agriculture and related",20
2007,"Buckinghamshire New University","Engineering",215
2007,"Buckinghamshire New University","Computer Sciences",145
2007,"Buckinghamshire New University","Technologies",115
2007,"Buckinghamshire New University","Social Studies",445
2007,"Buckinghamshire New University","Law",180
2007,"Buckinghamshire New University","Business and Admin studies",1550
2007,"Buckinghamshire New University","Mass Communication and Documentation",235
2007,"Buckinghamshire New University","Linguistics, Classics and related",55
2007,"Buckinghamshire New University","Creative Arts and Design",1330
2007,"Buckinghamshire New University","Education",30
2007,"Buckinghamshire New University","Combined arts",275
2007,"Buckinghamshire New University","Combined social sciences",35
2007,"Buckinghamshire New University","Sciences combined with Social Sciences or Arts",315
2007,"Buckinghamshire New University","Social Sciences combined with Arts",250
2007,"Burton College","General, other combined and unknown",5
2007,"University of Cambridge","Medicine and Dentistry",1655
2007,"University of Cambridge","Biological Sciences",25
2007,"University of Cambridge","Veterinary Sciences, Agriculture and related",355
2007,"University of Cambridge","Mathematical Sciences",1135
2007,"University of Cambridge","Engineering",1375
2007,"University of Cambridge","Computer Sciences",240
2007,"University of Cambridge","Architecture, Building and Planning",445
2007,"University of Cambridge","Social Studies",2165
2007,"University of Cambridge","Law",1155
2007,"University of Cambridge","Linguistics, Classics and related",1350
2007,"University of Cambridge","European Languages, Literature and related",10
2007,"University of Cambridge","Non-European Languages, Literature and related",605
2007,"University of Cambridge","History and Philosophical studies",1280
2007,"University of Cambridge","Creative Arts and Design",220
2007,"University of Cambridge","Sciences combined with Social Sciences or Arts",235
2007,"University of Cambridge","Social Sciences combined with Arts",145
2007,"University of Cambridge","General, other combined and unknown",1895
2007,"Canterbury Christ Church University","Subjects allied to Medicine",1640
2007,"Canterbury Christ Church University","Biological Sciences",900
2007,"Canterbury Christ Church University","Veterinary Sciences, Agriculture and related",35
2007,"Canterbury Christ Church University","Physical Sciences",110
2007,"Canterbury Christ Church University","Mathematical Sciences",20
2007,"Canterbury Christ Church University","Computer Sciences",240
2007,"Canterbury Christ Church University","Social Studies",1010
2007,"Canterbury Christ Church University","Law",100
2007,"Canterbury Christ Church University","Business and Admin studies",1150
2007,"Canterbury Christ Church University","Mass Communication and Documentation",205
2007,"Canterbury Christ Church University","Linguistics, Classics and related",235
2007,"Canterbury Christ Church University","Non-European Languages, Literature and related",45
2007,"Canterbury Christ Church University","History and Philosophical studies",455
2007,"Canterbury Christ Church University","Creative Arts and Design",615
2007,"Canterbury Christ Church University","Education",1600
2007,"Canterbury Christ Church University","Combined arts",780
2007,"Canterbury Christ Church University","Combined sciences",175
2007,"Canterbury Christ Church University","Combined social sciences",95
2007,"Canterbury Christ Church University","Sciences combined with Social Sciences or Arts",930
2007,"Canterbury Christ Church University","Social Sciences combined with Arts",430
2007,"Canterbury Christ Church University","General, other combined and unknown",35
2007,"Capel Manor College","Sciences combined with Social Sciences or Arts",5
2007,"Cardiff University","Medicine and Dentistry",3285
2007,"Cardiff University","Subjects allied to Medicine",6855
2007,"Cardiff University","Biological Sciences",2185
2007,"Cardiff University","Physical Sciences",1740
2007,"Cardiff University","Mathematical Sciences",670
2007,"Cardiff University","Engineering",2285
2007,"Cardiff University","Computer Sciences",590
2007,"Cardiff University","Technologies",50
2007,"Cardiff University","Architecture, Building and Planning",1225
2007,"Cardiff University","Social Studies",2130
2007,"Cardiff University","Law",1715
2007,"Cardiff University","Business and Admin studies",3615
2007,"Cardiff University","Mass Communication and Documentation",910
2007,"Cardiff University","Linguistics, Classics and related",1500
2007,"Cardiff University","European Languages, Literature and related",645
2007,"Cardiff University","History and Philosophical studies",1935
2007,"Cardiff University","Creative Arts and Design",430
2007,"Cardiff University","Education",195
2007,"Cardiff University","Combined arts",1130
2007,"Cardiff University","Combined sciences",960
2007,"Cardiff University","Combined social sciences",995
2007,"Cardiff University","Sciences combined with Social Sciences or Arts",830
2007,"Cardiff University","Social Sciences combined with Arts",1330
2007,"Cardiff University","General, other combined and unknown",75
2007,"Cardiff Metropolitan University","Subjects allied to Medicine",1135
2007,"Cardiff Metropolitan University","Biological Sciences",2480
2007,"Cardiff Metropolitan University","Veterinary Sciences, Agriculture and related",75
2007,"Cardiff Metropolitan University","Physical Sciences",5
2007,"Cardiff Metropolitan University","Engineering",205
2007,"Cardiff Metropolitan University","Computer Sciences",215
2007,"Cardiff Metropolitan University","Technologies",175
2007,"Cardiff Metropolitan University","Architecture, Building and Planning",65
2007,"Cardiff Metropolitan University","Social Studies",815
2007,"Cardiff Metropolitan University","Business and Admin studies",1935
2007,"Cardiff Metropolitan University","Linguistics, Classics and related",65
2007,"Cardiff Metropolitan University","History and Philosophical studies",40
2007,"Cardiff Metropolitan University","Creative Arts and Design",1485
2007,"Cardiff Metropolitan University","Education",1625
2007,"Cardiff Metropolitan University","Combined arts",350
2007,"Cardiff Metropolitan University","Combined sciences",225
2007,"Cardiff Metropolitan University","Combined social sciences",55
