year, uni, subject, num
2007,"De Montfort University","Architecture, Building and Planning",550
2007,"De Montfort University","Social Studies",935
2007,"De Montfort University","Law",990
2007,"De Montfort University","Business and Admin studies",2845
2007,"De Montfort University","Mass Communication and Documentation",1130
2007,"De Montfort University","Linguistics, Classics and related",240
2007,"De Montfort University","History and Philosophical studies",180
2007,"De Montfort University","Creative Arts and Design",4420
2007,"De Montfort University","Education",20
2007,"De Montfort University","Combined arts",1075
2007,"De Montfort University","Combined sciences",250
2007,"De Montfort University","Combined social sciences",320
2007,"De Montfort University","Sciences combined with Social Sciences or Arts",1265
2007,"De Montfort University","Social Sciences combined with Arts",465
2007,"University of Derby","Subjects allied to Medicine",845
2007,"University of Derby","Biological Sciences",1225
2007,"University of Derby","Veterinary Sciences, Agriculture and related",40
2007,"University of Derby","Physical Sciences",550
2007,"University of Derby","Mathematical Sciences",30
2007,"University of Derby","Engineering",285
2007,"University of Derby","Computer Sciences",725
2007,"University of Derby","Architecture, Building and Planning",145
2007,"University of Derby","Social Studies",715
2007,"University of Derby","Law",560
2007,"University of Derby","Business and Admin studies",2025
2007,"University of Derby","Mass Communication and Documentation",190
2007,"University of Derby","Linguistics, Classics and related",125
2007,"University of Derby","Non-European Languages, Literature and related",35
2007,"University of Derby","History and Philosophical studies",130
2007,"University of Derby","Creative Arts and Design",2005
2007,"University of Derby","Education",915
2007,"University of Derby","Combined arts",425
2007,"University of Derby","Combined sciences",305
2007,"University of Derby","Combined social sciences",180
2007,"University of Derby","Sciences combined with Social Sciences or Arts",1440
2007,"University of Derby","Social Sciences combined with Arts",310
2007,"University of Derby","General, other combined and unknown",230
2007,"Kirklees College (Formerly Dewsbury College)","Computer Sciences",5
2007,"Kirklees College (Formerly Dewsbury College)","Creative Arts and Design",150
2007,"Kirklees College (Formerly Dewsbury College)","Combined sciences",5
2007,"Kirklees College (Formerly Dewsbury College)","Sciences combined with Social Sciences or Arts",20
2007,"Kirklees College (Formerly Dewsbury College)","Social Sciences combined with Arts",25
2007,"Doncaster College","Biological Sciences",80
2007,"Doncaster College","Engineering",15
2007,"Doncaster College","Computer Sciences",50
2007,"Doncaster College","Technologies",5
2007,"Doncaster College","Architecture, Building and Planning",5
2007,"Doncaster College","Social Studies",30
2007,"Doncaster College","Business and Admin studies",80
2007,"Doncaster College","Linguistics, Classics and related",25
2007,"Doncaster College","Creative Arts and Design",290
2007,"Doncaster College","Education",60
2007,"Doncaster College","Combined social sciences",60
2007,"Duchy College","Veterinary Sciences, Agriculture and related",120
2007,"Duchy College","Social Studies",40
2007,"Duchy College","Business and Admin studies",20
2007,"Duchy College","Combined sciences",30
2007,"Duchy College","Sciences combined with Social Sciences or Arts",40
2007,"Duchy College","Social Sciences combined with Arts",15
2007,"Dudley College of Technology","Engineering",10
2007,"Dudley College of Technology","Computer Sciences",15
2007,"Dudley College of Technology","Architecture, Building and Planning",5
2007,"Dudley College of Technology","Business and Admin studies",25
2007,"Dudley College of Technology","Creative Arts and Design",5
2007,"Dudley College of Technology","Combined social sciences",10
2007,"University of Dundee","Medicine and Dentistry",1690
2007,"University of Dundee","Subjects allied to Medicine",860
2007,"University of Dundee","Biological Sciences",1120
2007,"University of Dundee","Physical Sciences",340
2007,"University of Dundee","Mathematical Sciences",105
2007,"University of Dundee","Engineering",590
2007,"University of Dundee","Computer Sciences",140
2007,"University of Dundee","Architecture, Building and Planning",600
2007,"University of Dundee","Social Studies",1210
2007,"University of Dundee","Law",865
2007,"University of Dundee","Business and Admin studies",625
2007,"University of Dundee","Linguistics, Classics and related",245
2007,"University of Dundee","European Languages, Literature and related",30
2007,"University of Dundee","Non-European Languages, Literature and related",35
2007,"University of Dundee","History and Philosophical studies",340
2007,"University of Dundee","Creative Arts and Design",1450
2007,"University of Dundee","Education",1330
2007,"University of Dundee","Combined arts",325
2007,"University of Dundee","Combined sciences",250
2007,"University of Dundee","Sciences combined with Social Sciences or Arts",700
2007,"University of Dundee","Social Sciences combined with Arts",345
2007,"University of Dundee","General, other combined and unknown",135
2007,"Dunstable College","Social Studies",5
2007,"Durham University","Subjects allied to Medicine",485
2007,"Durham University","Biological Sciences",3010
2007,"Durham University","Physical Sciences",3055
2007,"Durham University","Mathematical Sciences",1305
2007,"Durham University","Engineering",1185
2007,"Durham University","Computer Sciences",415
2007,"Durham University","Social Studies",3860
2007,"Durham University","Law",1845
2007,"Durham University","Business and Admin studies",2415
2007,"Durham University","Linguistics, Classics and related",2225
2007,"Durham University","European Languages, Literature and related",1365
2007,"Durham University","History and Philosophical studies",2660
2007,"Durham University","Creative Arts and Design",430
2007,"Durham University","Education",685
2007,"Durham University","Combined arts",675
2007,"Durham University","Combined social sciences",50
2007,"Durham University","Sciences combined with Social Sciences or Arts",420
2007,"Durham University","Social Sciences combined with Arts",1165
2007,"Durham University","General, other combined and unknown",2400
2007,"Ealing, Hammersmith and West London College","Biological Sciences",5
2007,"Ealing, Hammersmith and West London College","Computer Sciences",20
2007,"Ealing, Hammersmith and West London College","Architecture, Building and Planning",5
2007,"Ealing, Hammersmith and West London College","Business and Admin studies",110
2007,"Ealing, Hammersmith and West London College","Creative Arts and Design",15
2007,"University of East Anglia (UEA)","Medicine and Dentistry",1155
2007,"University of East Anglia (UEA)","Subjects allied to Medicine",1890
2007,"University of East Anglia (UEA)","Biological Sciences",1015
2007,"University of East Anglia (UEA)","Veterinary Sciences, Agriculture and related",25
2007,"University of East Anglia (UEA)","Physical Sciences",1275
2007,"University of East Anglia (UEA)","Mathematical Sciences",305
2007,"University of East Anglia (UEA)","Computer Sciences",405
2007,"University of East Anglia (UEA)","Architecture, Building and Planning",5
2007,"University of East Anglia (UEA)","Social Studies",1070
2007,"University of East Anglia (UEA)","Law",815
2007,"University of East Anglia (UEA)","Business and Admin studies",1365
2007,"University of East Anglia (UEA)","Linguistics, Classics and related",650
2007,"University of East Anglia (UEA)","European Languages, Literature and related",155
2007,"University of East Anglia (UEA)","Non-European Languages, Literature and related",265
2007,"University of East Anglia (UEA)","History and Philosophical studies",1015
2007,"University of East Anglia (UEA)","Creative Arts and Design",575
2007,"University of East Anglia (UEA)","Education",15
2007,"University of East Anglia (UEA)","Combined arts",1220
2007,"University of East Anglia (UEA)","Combined sciences",30
2007,"University of East Anglia (UEA)","Combined social sciences",170
2007,"University of East Anglia (UEA)","Sciences combined with Social Sciences or Arts",260
2007,"University of East Anglia (UEA)","Social Sciences combined with Arts",645
2007,"University of East Anglia (UEA)","General, other combined and unknown",200
2007,"East End Computing and Business College","Computer Sciences",10
2007,"East End Computing and Business College","Business and Admin studies",10
2007,"East Lancashire Institute of Higher Education at Blackburn College","Subjects allied to Medicine",5
2007,"East Lancashire Institute of Higher Education at Blackburn College","Biological Sciences",5
2007,"East Lancashire Institute of Higher Education at Blackburn College","Engineering",35
2007,"East Lancashire Institute of Higher Education at Blackburn College","Computer Sciences",25
2007,"East Lancashire Institute of Higher Education at Blackburn College","Architecture, Building and Planning",15
2007,"East Lancashire Institute of Higher Education at Blackburn College","Social Studies",40
2007,"East Lancashire Institute of Higher Education at Blackburn College","Law",105
2007,"East Lancashire Institute of Higher Education at Blackburn College","Business and Admin studies",70
2007,"East Lancashire Institute of Higher Education at Blackburn College","Linguistics, Classics and related",5
2007,"East Lancashire Institute of Higher Education at Blackburn College","Creative Arts and Design",180
2007,"East Lancashire Institute of Higher Education at Blackburn College","Combined social sciences",45
2007,"East Lancashire Institute of Higher Education at Blackburn College","Sciences combined with Social Sciences or Arts",25
2007,"East Lancashire Institute of Higher Education at Blackburn College","Social Sciences combined with Arts",15
2007,"University of East London (UEL)","Subjects allied to Medicine",1310
2007,"University of East London (UEL)","Biological Sciences",1400
2007,"University of East London (UEL)","Physical Sciences",235
2007,"University of East London (UEL)","Engineering",545
2007,"University of East London (UEL)","Computer Sciences",980
2007,"University of East London (UEL)","Technologies",45
2007,"University of East London (UEL)","Architecture, Building and Planning",550
2007,"University of East London (UEL)","Social Studies",1960
2007,"University of East London (UEL)","Law",1005
2007,"University of East London (UEL)","Business and Admin studies",2505
2007,"University of East London (UEL)","Mass Communication and Documentation",820
2007,"University of East London (UEL)","Linguistics, Classics and related",275
2007,"University of East London (UEL)","History and Philosophical studies",95
2007,"University of East London (UEL)","Creative Arts and Design",1955
2007,"University of East London (UEL)","Education",510
2007,"University of East London (UEL)","Combined arts",305
2007,"University of East London (UEL)","Combined sciences",70
2007,"University of East London (UEL)","Combined social sciences",290
2007,"University of East London (UEL)","Sciences combined with Social Sciences or Arts",800
2007,"University of East London (UEL)","Social Sciences combined with Arts",465
2007,"University of East London (UEL)","General, other combined and unknown",315
2007,"East Surrey College (incorporating Reigate School of Art, Design and Media)","Technologies",20
2007,"East Surrey College (incorporating Reigate School of Art, Design and Media)","Architecture, Building and Planning",5
2007,"East Surrey College (incorporating Reigate School of Art, Design and Media)","Creative Arts and Design",45
2007,"Edge Hill University","Subjects allied to Medicine",1430
2007,"Edge Hill University","Biological Sciences",1610
2007,"Edge Hill University","Physical Sciences",140
2007,"Edge Hill University","Computer Sciences",255
2007,"Edge Hill University","Social Studies",815
2007,"Edge Hill University","Law",735
2007,"Edge Hill University","Business and Admin studies",770
2007,"Edge Hill University","Mass Communication and Documentation",585
2007,"Edge Hill University","Linguistics, Classics and related",350
2007,"Edge Hill University","History and Philosophical studies",165
2007,"Edge Hill University","Creative Arts and Design",1065
2007,"Edge Hill University","Education",2130
2007,"Edge Hill University","Combined arts",1035
2007,"Edge Hill University","Combined sciences",210
2007,"Edge Hill University","Combined social sciences",155
2007,"Edge Hill University","Sciences combined with Social Sciences or Arts",295
2007,"Edge Hill University","Social Sciences combined with Arts",160
2007,"Edge Hill University","General, other combined and unknown",135
2007,"The University of Edinburgh","Medicine and Dentistry",2575
2007,"The University of Edinburgh","Subjects allied to Medicine",1585
2007,"The University of Edinburgh","Biological Sciences",4090
2007,"The University of Edinburgh","Veterinary Sciences, Agriculture and related",975
2007,"The University of Edinburgh","Physical Sciences",2790
2007,"The University of Edinburgh","Mathematical Sciences",795
2007,"The University of Edinburgh","Engineering",2520
2007,"The University of Edinburgh","Computer Sciences",675
2007,"The University of Edinburgh","Technologies",120
2007,"The University of Edinburgh","Architecture, Building and Planning",1525
2007,"The University of Edinburgh","Social Studies",5295
2007,"The University of Edinburgh","Law",1340
2007,"The University of Edinburgh","Business and Admin studies",2440
2007,"The University of Edinburgh","Linguistics, Classics and related",3500
2007,"The University of Edinburgh","European Languages, Literature and related",620
2007,"The University of Edinburgh","Non-European Languages, Literature and related",1110
2007,"The University of Edinburgh","History and Philosophical studies",3915
2007,"The University of Edinburgh","Creative Arts and Design",890
2007,"The University of Edinburgh","Education",1860
2007,"The University of Edinburgh","Combined arts",2240
2007,"The University of Edinburgh","Combined sciences",920
2007,"The University of Edinburgh","Combined social sciences",1745
2007,"The University of Edinburgh","Sciences combined with Social Sciences or Arts",2020
2007,"The University of Edinburgh","Social Sciences combined with Arts",3215
2007,"The University of Edinburgh","General, other combined and unknown",55
2007,"Edinburgh College of Art","Architecture, Building and Planning",535
2007,"Edinburgh College of Art","Creative Arts and Design",2285
2007,"The University of Essex","Subjects allied to Medicine",390
2007,"The University of Essex","Biological Sciences",1715
2007,"The University of Essex","Mathematical Sciences",200
2007,"The University of Essex","Engineering",225
2007,"The University of Essex","Computer Sciences",370
2007,"The University of Essex","Social Studies",1720
2007,"The University of Essex","Law",875
2007,"The University of Essex","Business and Admin studies",2490
2007,"The University of Essex","Linguistics, Classics and related",625
2007,"The University of Essex","European Languages, Literature and related",135
2007,"The University of Essex","Non-European Languages, Literature and related",145
2007,"The University of Essex","History and Philosophical studies",615
2007,"The University of Essex","Creative Arts and Design",2090
2007,"The University of Essex","Education",20
2007,"The University of Essex","Combined arts",340
2007,"The University of Essex","Combined sciences",185
2007,"The University of Essex","Combined social sciences",280
2007,"The University of Essex","Sciences combined with Social Sciences or Arts",295
2007,"The University of Essex","Social Sciences combined with Arts",625
2007,"The University of Essex","General, other combined and unknown",15
2007,"European Business School, London","Business and Admin studies",295
2007,"European Business School, London","Combined social sciences",105
2007,"European Business School, London","Social Sciences combined with Arts",75
2007,"European School of Economics","Business and Admin studies",150
2007,"European School of Osteopathy","Subjects allied to Medicine",15
2007,"Exeter College","Biological Sciences",35
2007,"Exeter College","Social Studies",40
2007,"Exeter College","Law",30
2007,"Exeter College","Business and Admin studies",85
2007,"Exeter College","Mass Communication and Documentation",70
2007,"Exeter College","Creative Arts and Design",85
2007,"Exeter College","Education",30
2007,"Exeter College","Combined sciences",35
2007,"Exeter College","Sciences combined with Social Sciences or Arts",10
2007,"University of Exeter","Subjects allied to Medicine",275
2007,"University of Exeter","Biological Sciences",3170
2007,"University of Exeter","Veterinary Sciences, Agriculture and related",125
2007,"University of Exeter","Physical Sciences",1625
2007,"University of Exeter","Mathematical Sciences",645
2007,"University of Exeter","Engineering",770
2007,"University of Exeter","Computer Sciences",225
2007,"University of Exeter","Technologies",80
2007,"University of Exeter","Social Studies",3240
2007,"University of Exeter","Law",1225
2007,"University of Exeter","Business and Admin studies",2235
2007,"University of Exeter","Linguistics, Classics and related",1885
2007,"University of Exeter","European Languages, Literature and related",1095
2007,"University of Exeter","Non-European Languages, Literature and related",85
2007,"University of Exeter","History and Philosophical studies",2425
2007,"University of Exeter","Creative Arts and Design",1025
2007,"University of Exeter","Education",315
2007,"University of Exeter","Combined arts",965
2007,"University of Exeter","Combined sciences",265
2007,"University of Exeter","Combined social sciences",310
2007,"University of Exeter","Sciences combined with Social Sciences or Arts",535
2007,"University of Exeter","Social Sciences combined with Arts",1060
2007,"University of Exeter","General, other combined and unknown",315
2007,"Falmouth University","Mass Communication and Documentation",395
2007,"Falmouth University","Linguistics, Classics and related",185
2007,"Falmouth University","Creative Arts and Design",2275
2007,"Falmouth University","Combined arts",160
2007,"Falmouth University","Sciences combined with Social Sciences or Arts",135
2007,"University Centre Farnborough","Subjects allied to Medicine",10
2007,"University Centre Farnborough","Biological Sciences",40
2007,"University Centre Farnborough","Engineering",135
2007,"University Centre Farnborough","Computer Sciences",80
2007,"University Centre Farnborough","Social Studies",5
2007,"University Centre Farnborough","Business and Admin studies",105
2007,"University Centre Farnborough","Mass Communication and Documentation",25
2007,"University Centre Farnborough","Creative Arts and Design",65
2007,"University Centre Farnborough","Education",30
2007,"University Centre Farnborough","Sciences combined with Social Sciences or Arts",60
2007,"University of South Wales (formerly University of Glamorgan)","Subjects allied to Medicine",1410
2007,"University of South Wales (formerly University of Glamorgan)","Biological Sciences",1015
2007,"University of South Wales (formerly University of Glamorgan)","Veterinary Sciences, Agriculture and related",15
2007,"University of South Wales (formerly University of Glamorgan)","Physical Sciences",700
2007,"University of South Wales (formerly University of Glamorgan)","Mathematical Sciences",75
2007,"University of South Wales (formerly University of Glamorgan)","Engineering",570
2007,"University of South Wales (formerly University of Glamorgan)","Computer Sciences",950
2007,"University of South Wales (formerly University of Glamorgan)","Technologies",270
2007,"University of South Wales (formerly University of Glamorgan)","Architecture, Building and Planning",220
2007,"University of South Wales (formerly University of Glamorgan)","Social Studies",675
2007,"University of South Wales (formerly University of Glamorgan)","Law",630
2007,"University of South Wales (formerly University of Glamorgan)","Business and Admin studies",965
2007,"University of South Wales (formerly University of Glamorgan)","Mass Communication and Documentation",520
2007,"University of South Wales (formerly University of Glamorgan)","Linguistics, Classics and related",235
2007,"University of South Wales (formerly University of Glamorgan)","History and Philosophical studies",205
2007,"University of South Wales (formerly University of Glamorgan)","Creative Arts and Design",945
2007,"University of South Wales (formerly University of Glamorgan)","Combined arts",290
2007,"University of South Wales (formerly University of Glamorgan)","Combined sciences",330
2007,"University of South Wales (formerly University of Glamorgan)","Combined social sciences",105
2007,"University of South Wales (formerly University of Glamorgan)","Sciences combined with Social Sciences or Arts",855
2007,"University of South Wales (formerly University of Glamorgan)","Social Sciences combined with Arts",310
2007,"University of South Wales (formerly University of Glamorgan)","General, other combined and unknown",225
2007,"Glamorgan Centre for Art and Design Technology","Creative Arts and Design",170
2007,"Glamorgan Centre for Art and Design Technology","Sciences combined with Social Sciences or Arts",5
2007,"University of Glasgow","Medicine and Dentistry",2040
2007,"University of Glasgow","Subjects allied to Medicine",1660
2007,"University of Glasgow","Biological Sciences",2645
2007,"University of Glasgow","Veterinary Sciences, Agriculture and related",775
2007,"University of Glasgow","Physical Sciences",1645
2007,"University of Glasgow","Mathematical Sciences",470
2007,"University of Glasgow","Engineering",1875
2007,"University of Glasgow","Computer Sciences",405
2007,"University of Glasgow","Technologies",70
2007,"University of Glasgow","Social Studies",1415
2007,"University of Glasgow","Law",665
2007,"University of Glasgow","Business and Admin studies",1340
2007,"University of Glasgow","Mass Communication and Documentation",185
2007,"University of Glasgow","Linguistics, Classics and related",985
2007,"University of Glasgow","European Languages, Literature and related",600
2007,"University of Glasgow","History and Philosophical studies",1210
2007,"University of Glasgow","Creative Arts and Design",760
2007,"University of Glasgow","Education",1780
2007,"University of Glasgow","Combined arts",1375
2007,"University of Glasgow","Combined sciences",1105
2007,"University of Glasgow","Combined social sciences",510
2007,"University of Glasgow","Sciences combined with Social Sciences or Arts",1535
2007,"University of Glasgow","Social Sciences combined with Arts",1480
2007,"University of Glasgow","General, other combined and unknown",130
2007,"Glasgow Caledonian University","Subjects allied to Medicine",3395
2007,"Glasgow Caledonian University","Biological Sciences",865
2007,"Glasgow Caledonian University","Veterinary Sciences, Agriculture and related",45
2007,"Glasgow Caledonian University","Physical Sciences",235
2007,"Glasgow Caledonian University","Engineering",770
2007,"Glasgow Caledonian University","Computer Sciences",855
2007,"Glasgow Caledonian University","Technologies",170
2007,"Glasgow Caledonian University","Architecture, Building and Planning",690
2007,"Glasgow Caledonian University","Social Studies",1915
2007,"Glasgow Caledonian University","Law",955
2007,"Glasgow Caledonian University","Business and Admin studies",4330
2007,"Glasgow Caledonian University","Mass Communication and Documentation",340
2007,"Glasgow Caledonian University","Creative Arts and Design",170
2007,"Glasgow Caledonian University","Combined sciences",10
2007,"Glasgow Caledonian University","Sciences combined with Social Sciences or Arts",1060
2007,"Glasgow Caledonian University","Social Sciences combined with Arts",775
2007,"The Glasgow School of Art","Architecture, Building and Planning",685
2007,"The Glasgow School of Art","Creative Arts and Design",1670
2007,"The Glasgow School of Art","Sciences combined with Social Sciences or Arts",165
2007,"Gloucestershire College","Biological Sciences",5
2007,"Gloucestershire College","Engineering",5
2007,"Gloucestershire College","Computer Sciences",15
2007,"Gloucestershire College","Business and Admin studies",10
2007,"Gloucestershire College","Mass Communication and Documentation",25
2007,"Gloucestershire College","Creative Arts and Design",65
2007,"The University of Gloucestershire","Subjects allied to Medicine",10
2007,"The University of Gloucestershire","Biological Sciences",1290
2007,"The University of Gloucestershire","Veterinary Sciences, Agriculture and related",10
2007,"The University of Gloucestershire","Physical Sciences",245
2007,"The University of Gloucestershire","Engineering",5
2007,"The University of Gloucestershire","Computer Sciences",475
2007,"The University of Gloucestershire","Architecture, Building and Planning",70
2007,"The University of Gloucestershire","Social Studies",405
2007,"The University of Gloucestershire","Law",295
2007,"The University of Gloucestershire","Business and Admin studies",2000
2007,"The University of Gloucestershire","Mass Communication and Documentation",815
2007,"The University of Gloucestershire","Linguistics, Classics and related",180
2007,"The University of Gloucestershire","History and Philosophical studies",225
2007,"The University of Gloucestershire","Creative Arts and Design",1320
2007,"The University of Gloucestershire","Education",1505
2007,"The University of Gloucestershire","Combined arts",365
2007,"The University of Gloucestershire","Combined sciences",70
2007,"The University of Gloucestershire","Combined social sciences",115
2007,"The University of Gloucestershire","Sciences combined with Social Sciences or Arts",545
2007,"The University of Gloucestershire","Social Sciences combined with Arts",135
2007,"The University of Gloucestershire","General, other combined and unknown",55
2007,"Goldsmiths, University of London","Biological Sciences",1230
2007,"Goldsmiths, University of London","Computer Sciences",440
2007,"Goldsmiths, University of London","Social Studies",3120
2007,"Goldsmiths, University of London","Mass Communication and Documentation",690
2007,"Goldsmiths, University of London","Linguistics, Classics and related",760
2007,"Goldsmiths, University of London","European Languages, Literature and related",55
2007,"Goldsmiths, University of London","History and Philosophical studies",550
2007,"Goldsmiths, University of London","Creative Arts and Design",2290
2007,"Goldsmiths, University of London","Education",155
2007,"Goldsmiths, University of London","Combined arts",770
2007,"Goldsmiths, University of London","Sciences combined with Social Sciences or Arts",65
2007,"Goldsmiths, University of London","Social Sciences combined with Arts",425
2007,"Goldsmiths, University of London","General, other combined and unknown",5
2007,"Great Yarmouth College","Mass Communication and Documentation",5
2007,"University of Greenwich","Subjects allied to Medicine",2765
2007,"University of Greenwich","Biological Sciences",1345
2007,"University of Greenwich","Veterinary Sciences, Agriculture and related",125
2007,"University of Greenwich","Physical Sciences",360
2007,"University of Greenwich","Mathematical Sciences",125
2007,"University of Greenwich","Engineering",890
2007,"University of Greenwich","Computer Sciences",1965
2007,"University of Greenwich","Technologies",75
2007,"University of Greenwich","Architecture, Building and Planning",1170
2007,"University of Greenwich","Social Studies",1985
2007,"University of Greenwich","Law",1120
2007,"University of Greenwich","Business and Admin studies",4245
2007,"University of Greenwich","Mass Communication and Documentation",545
2007,"University of Greenwich","Linguistics, Classics and related",220
2007,"University of Greenwich","History and Philosophical studies",255
2007,"University of Greenwich","Creative Arts and Design",630
2007,"University of Greenwich","Education",1730
2007,"University of Greenwich","Combined arts",610
2007,"University of Greenwich","Combined sciences",160
2007,"University of Greenwich","Combined social sciences",455
2007,"University of Greenwich","Sciences combined with Social Sciences or Arts",610
2007,"University of Greenwich","Social Sciences combined with Arts",635
2007,"University of Greenwich","General, other combined and unknown",170
2007,"Greenwich School of Management (GSM London)","Business and Admin studies",235
2007,"Greenwich School of Management (GSM London)","Sciences combined with Social Sciences or Arts",40
2007,"University Centre Grimsby","Subjects allied to Medicine",10
2007,"University Centre Grimsby","Biological Sciences",20
2007,"University Centre Grimsby","Engineering",5
2007,"University Centre Grimsby","Computer Sciences",30
2007,"University Centre Grimsby","Social Studies",55
2007,"University Centre Grimsby","Law",20
2007,"University Centre Grimsby","Business and Admin studies",35
2007,"University Centre Grimsby","Mass Communication and Documentation",50
2007,"University Centre Grimsby","Linguistics, Classics and related",15
2007,"University Centre Grimsby","Creative Arts and Design",55
2007,"University Centre Grimsby","Education",10
2007,"University Centre Grimsby","Combined sciences",5
2007,"University Centre Grimsby","Combined social sciences",5
2007,"University Centre Grimsby","Sciences combined with Social Sciences or Arts",10
2007,"University Centre Grimsby","Social Sciences combined with Arts",15
2007,"Guildford College","Subjects allied to Medicine",80
2007,"Guildford College","Veterinary Sciences, Agriculture and related",85
2007,"Guildford College","Computer Sciences",25
2007,"Guildford College","Architecture, Building and Planning",5
2007,"Guildford College","Business and Admin studies",130
2007,"Guildford College","Mass Communication and Documentation",45
2007,"Guildford College","Creative Arts and Design",65
2007,"Guildford College","Education",65
2007,"Guildford College","Combined sciences",40
2007,"Guildford College","Sciences combined with Social Sciences or Arts",5
2007,"Harper Adams University","Veterinary Sciences, Agriculture and related",885
2007,"Harper Adams University","Engineering",165
2007,"Harper Adams University","Business and Admin studies",135
2007,"Harper Adams University","Combined sciences",50
2007,"Harper Adams University","Sciences combined with Social Sciences or Arts",540
2007,"Havering College of Further and Higher Education","Biological Sciences",5
2007,"Havering College of Further and Higher Education","Engineering",10
2007,"Havering College of Further and Higher Education","Computer Sciences",5
2007,"Havering College of Further and Higher Education","Social Studies",215
2007,"Havering College of Further and Higher Education","History and Philosophical studies",5
2007,"Havering College of Further and Higher Education","Creative Arts and Design",70
2007,"Havering College of Further and Higher Education","Combined arts",5
2007,"Havering College of Further and Higher Education","Sciences combined with Social Sciences or Arts",35
2007,"Havering College of Further and Higher Education","Social Sciences combined with Arts",10
2007,"Hereford College of Arts","Creative Arts and Design",390
2007,"Hereford College of Arts","Sciences combined with Social Sciences or Arts",5
2007,"Heriot-Watt University, Edinburgh","Biological Sciences",1025
2007,"Heriot-Watt University, Edinburgh","Physical Sciences",725
2007,"Heriot-Watt University, Edinburgh","Mathematical Sciences",560
2007,"Heriot-Watt University, Edinburgh","Engineering",1715
2007,"Heriot-Watt University, Edinburgh","Computer Sciences",355
2007,"Heriot-Watt University, Edinburgh","Technologies",100
2007,"Heriot-Watt University, Edinburgh","Architecture, Building and Planning",850
2007,"Heriot-Watt University, Edinburgh","Social Studies",55
2007,"Heriot-Watt University, Edinburgh","Business and Admin studies",1315
2007,"Heriot-Watt University, Edinburgh","European Languages, Literature and related",310
2007,"Heriot-Watt University, Edinburgh","Creative Arts and Design",420
2007,"Heriot-Watt University, Edinburgh","Combined sciences",335
2007,"Heriot-Watt University, Edinburgh","Combined social sciences",355
2007,"Heriot-Watt University, Edinburgh","Sciences combined with Social Sciences or Arts",285
2007,"Heriot-Watt University, Edinburgh","Social Sciences combined with Arts",165
2007,"Heriot-Watt University, Edinburgh","General, other combined and unknown",85
2007,"University of Hertfordshire","Subjects allied to Medicine",3685
2007,"University of Hertfordshire","Biological Sciences",2050
2007,"University of Hertfordshire","Physical Sciences",465
2007,"University of Hertfordshire","Mathematical Sciences",195
2007,"University of Hertfordshire","Engineering",1370
2007,"University of Hertfordshire","Computer Sciences",980
2007,"University of Hertfordshire","Technologies",25
2007,"University of Hertfordshire","Social Studies",980
2007,"University of Hertfordshire","Law",1100
2007,"University of Hertfordshire","Business and Admin studies",3585
2007,"University of Hertfordshire","Mass Communication and Documentation",150
2007,"University of Hertfordshire","Linguistics, Classics and related",435
2007,"University of Hertfordshire","History and Philosophical studies",305
2007,"University of Hertfordshire","Creative Arts and Design",2995
2007,"University of Hertfordshire","Education",1330
2007,"University of Hertfordshire","Combined arts",495
2007,"University of Hertfordshire","Combined sciences",340
2007,"University of Hertfordshire","Combined social sciences",415
2007,"University of Hertfordshire","Sciences combined with Social Sciences or Arts",725
2007,"University of Hertfordshire","Social Sciences combined with Arts",505
2007,"University of Hertfordshire","General, other combined and unknown",385
2007,"Hertford Regional College","Creative Arts and Design",10
2007,"Highbury College","Computer Sciences",20
2007,"Highbury College","Business and Admin studies",15
2007,"Highbury College","Mass Communication and Documentation",5
2007,"Heythrop College (University of London)","History and Philosophical studies",420
2007,"Heythrop College (University of London)","Sciences combined with Social Sciences or Arts",75
2007,"University of the Highlands and Islands","Subjects allied to Medicine",10
2007,"University of the Highlands and Islands","Biological Sciences",5
2007,"University of the Highlands and Islands","Veterinary Sciences, Agriculture and related",5
2007,"University of the Highlands and Islands","Physical Sciences",20
2007,"University of the Highlands and Islands","Engineering",40
2007,"University of the Highlands and Islands","Computer Sciences",10
2007,"University of the Highlands and Islands","Technologies",5
2007,"University of the Highlands and Islands","Architecture, Building and Planning",10
2007,"University of the Highlands and Islands","Social Studies",70
2007,"University of the Highlands and Islands","Business and Admin studies",70
2007,"University of the Highlands and Islands","Linguistics, Classics and related",25
2007,"University of the Highlands and Islands","History and Philosophical studies",15
2007,"University of the Highlands and Islands","Creative Arts and Design",80
2007,"University of the Highlands and Islands","Education",25
2007,"University of the Highlands and Islands","Combined arts",10
2007,"University of the Highlands and Islands","Sciences combined with Social Sciences or Arts",30
2007,"University of the Highlands and Islands","Social Sciences combined with Arts",10
2007,"Holborn College","Law",95
2007,"Holborn College","Business and Admin studies",60
2007,"Hopwood Hall College","Engineering",25
2007,"Hopwood Hall College","Computer Sciences",25
2007,"Hopwood Hall College","Social Studies",5
2007,"Hopwood Hall College","Business and Admin studies",5
2007,"Hopwood Hall College","Creative Arts and Design",15
2007,"Hopwood Hall College","Education",25
2007,"Kirklees College (Formerly Huddersfield Technical College)","Veterinary Sciences, Agriculture and related",25
2007,"The University of Huddersfield","Subjects allied to Medicine",2165
2007,"The University of Huddersfield","Biological Sciences",1415
2007,"The University of Huddersfield","Physical Sciences",280
2007,"The University of Huddersfield","Engineering",580
2007,"The University of Huddersfield","Computer Sciences",1405
